the_geom,objectid,stop_uid,stop_agency,stop_id,stop_name,lat,lon,stop_code,location_type,parent_station,wheelchair_boarding,intersection_code,stop_place
POINT (-117.225253999814 33.289260000306),"5,239",NCTD_21699,NCTD,21699,Hwy 76 & Camino Del Rey,33.28926,-117.225254,21699.0,0,,,F-N/B,miscam
POINT (-117.090831370467 32.658396440078),"1,947",MTS_12532,MTS,12532,Highland Av & 30th St,32.65839644,-117.09083137,12532.0,0,,1.0,N-N/B,high30
POINT (-117.146401100416 32.753688689998),"3,404",MTS_13553,MTS,13553,Park Bl & Howard Av,32.75368869,-117.1464011,13553.0,0,,0.0,F-S/B,
POINT (-117.245383000185 33.203375000148),"6,128",NCTD_92032,NCTD,92032,Vista Transit Center Stall 7,33.203375,-117.245383,92032.0,0,visttc,,M-TC-Bus,visttc
POINT (-117.051836329703 32.604782489866),"1,969",MTS_30650,MTS,30650,Hilltop Dr & East Rienstra St,32.60478249,-117.05183633,30650.0,0,,1.0,N-N/B,
POINT (-116.995361000202 33.322462999706),"5,416",NCTD_22037,NCTD,22037,Hwy 76 & Roberts Ranch,33.322463,-116.995361,22037.0,0,,,F-N/B,
POINT (-117.127651869894 32.71178505041),"2,659",MTS_11304,MTS,11304,Market St & 31st St,32.71178505,-117.12765187,11304.0,0,,1.0,F-W/B,
POINT (-116.930967130343 32.848222399902),"4,332",MTS_41031,MTS,41031,Winter Gardens Bl & Knoll Crest Pl,32.8482224,-116.93096713,41031.0,0,,1.0,F-N/B,
POINT (-117.293186999944 33.139359000092),"5,813",NCTD_24116,NCTD,24116,Faraday Av & 1610,33.139359,-117.293187,24116.0,0,,,M-Street-W/B,
POINT (-117.169735629636 32.697620369712),178,MTS_60058,MTS,60058,1st St & B Av,32.69762037,-117.16973563,60058.0,0,,1.0,F-E/B,1stfer
POINT (-117.074698639975 32.584279870043),"3,325",MTS_60195,MTS,60195,Palm Av & Lanao Ln,32.58427987,-117.07469864,60195.0,0,,1.0,F-W/B,
POINT (-117.262543000423 33.059126000177),"5,198",NCTD_21640,NCTD,21640,El Camino Real & Garden View Rd (501),33.059126,-117.262543,21640.0,0,,,F-N/B,ecrgvN
POINT (-117.238183980143 32.868805540045),"1,792",MTS_13279,MTS,13279,Gilman Dr & Evening Way,32.86880554,-117.23818398,13279.0,0,,1.0,F-S/B,
POINT (-117.059648000192 33.129693000152),"5,904",NCTD_24843,NCTD,24843,Grand Av & 1501 Grand Av,33.129693,-117.059648,24843.0,0,,,M-Street-E/B,
POINT (-117.243990000049 32.906751000268),"4,407",NCTD_11539,NCTD,11539,N Torrey Pines Rd & Torrey Pines Golf Course,32.906751,-117.24399,11539.0,0,,,F-S/B,
POINT (-117.368994000026 33.183461999938),"5,058",NCTD_21309,NCTD,21309,Coast Hwy & Oceanside Blvd,33.183462,-117.368994,21309.0,0,,,N-N/B,coaosN
POINT (-117.221923000249 33.222694999647),"5,023",NCTD_21202,NCTD,21202,Oak Dr & Palomar Pl,33.222695,-117.221923,21202.0,0,,,F-S/B,
POINT (-117.168367129956 32.695434509786),209,MTS_60108,MTS,60108,2nd St & Soledad Pl,32.69543451,-117.16836713,60108.0,0,,1.0,N-W/B,
POINT (-117.104210680225 32.755299020216),"1,481",MTS_11355,MTS,11355,El Cajon Bl & Copeland Av,32.75529902,-117.10421068,11355.0,0,,1.0,F-W/B,
POINT (-117.130078890502 32.72465550975),219,MTS_12818,MTS,12818,30th St & Elm St,32.72465551,-117.13007889,12818.0,0,,1.0,F-N/B,
POINT (-117.259683999525 32.929041999952),"5,438",NCTD_22073,NCTD,22073,N Torrey Pines Rd & State Beach Reserve,32.929042,-117.259684,22073.0,0,,,N-S/B,
POINT (-116.975664949618 32.792349669797),"1,519",MTS_91072,MTS,91072,El Cajon Transit Center,32.79234967,-116.97566495,91072.0,0,ecajtc,0.0,M-TC-Bus,ecajtc
POINT (-117.228281999877 33.190940999691),"5,328",NCTD_21884,NCTD,21884,S Santa Fe Av & Monte Vista Dr (1069),33.190941,-117.228282,21884.0,0,,,M-Street-E/B,ssfmv
POINT (-117.328084999686 33.229978999849),"4,727",NCTD_20591,NCTD,20591,El Camino Real & Laguna Vista MHP (Gate),33.229979,-117.328085,20591.0,0,,,M-Special_Loc,douecr
POINT (-117.100978999677 33.113993999807),"5,714",NCTD_22794,NCTD,22794,Valley Pkwy & Target,33.113994,-117.100979,22794.0,0,,,M-Street-E/B,vpauto
POINT (-116.873924999967 33.038897999937),"5,708",NCTD_22787,NCTD,22787,Main St & 14th St,33.038898,-116.873925,22787.0,0,,,M-Street-N/B,
POINT (-117.070713189959 32.949976929601),"3,562",MTS_40346,MTS,40346,Poway Rd & Francine Ter,32.94997693,-117.07071319,40346.0,0,,1.0,F-W/B,
POINT (-117.509786999786 33.391910999906),"5,423",NCTD_22050,NCTD,22050,Basilone Rd & Vicinity Bldg 520593,33.391911,-117.509787,22050.0,0,,,N-E/B,
POINT (-117.026963059483 32.618827999601),"2,724",MTS_30665,MTS,30665,Medical Center Dr & Medical Center Ct,32.618828,-117.02696306,30665.0,0,,0.0,N-N/B,
POINT (-117.065989999521 33.13436699999),"4,688",NCTD_20519,NCTD,20519,Washington Av & Harding St,33.134367,-117.06599,20519.0,0,,,F-W/B,washaW
POINT (-116.975773790143 32.792131899579),"1,518",MTS_70035,MTS,70035,El Cajon Transit Center,32.7921319,-116.97577379,70035.0,0,ecajtc,0.0,M-TC-Bus,ecajtc
POINT (-117.212960040198 32.850724249857),"1,830",MTS_10408,MTS,10408,Governor Dr & Stadium St,32.85072425,-117.21296004,10408.0,0,,1.0,F-E/B,
POINT (-117.287938000253 33.036250999918),"4,657",NCTD_20452,NCTD,20452,Santa Fe Dr & Arden Dr,33.036251,-117.287938,20452.0,0,,,N-W/B,
POINT (-117.223042999855 33.150706000034),"5,240",NCTD_21701,NCTD,21701,La Mirada Dr & Coral St,33.150706,-117.223043,21701.0,0,,,F-W/B,
POINT (-117.253575050042 32.855859540373),"2,389",MTS_12608,MTS,12608,La Jolla Shores Dr & Vallecitos Ct,32.85585954,-117.25357505,12608.0,0,,0.0,F-N/B,
POINT (-117.240487000129 32.901781000276),"6,191",NCTD_98546,NCTD,98546,Science Park Rd & 3033,32.901781,-117.240487,98546.0,0,,,F-E/B,torsci
POINT (-117.084342809944 32.945864679662),"3,577",MTS_40344,MTS,40344,Poway Rd & Springbrook Dr,32.94586468,-117.08434281,40344.0,0,,1.0,F-W/B,
POINT (-117.1815840003 32.908069999575),"6,058",NCTD_25077,NCTD,25077,Sequence Dr & Genetic Center Dr,32.90807,-117.181584,25077.0,0,,,,
POINT (-117.161649859844 32.747758349729),340,MTS_12027,MTS,12027,4th Av & University Av,32.74775835,-117.16164986,12027.0,0,,1.0,F-S/B,4thuni
POINT (-117.288374000105 33.036132000041),"4,463",NCTD_20066,NCTD,20066,Santa Fe Dr & Summit Av,33.036132,-117.288374,20066.0,0,,,N-E/B,
POINT (-117.100822620498 32.738922119625),"1,644",MTS_99125,MTS,99125,Fairmount Av & Redwood St,32.73892212,-117.10082262,99125.0,0,,1.0,F-N/B,
POINT (-116.970204140335 32.795064160353),"4,195",MTS_41286,MTS,41286,W Main St & Johnson Av,32.79506416,-116.97020414,41286.0,0,,1.0,N-W/B,
POINT (-117.19118020959 32.83438449016),"1,087",MTS_10432,MTS,10432,Clairemont Mesa Bl & Frink Av,32.83438449,-117.19118021,10432.0,0,,1.0,F-E/B,
POINT (-117.065922400456 32.570090240212),"2,214",MTS_91021,MTS,91021,Iris Avenue Transit Center,32.57009024,-117.0659224,91021.0,0,iritro,0.0,M-TC-Bus,iritro
POINT (-117.098890780295 32.681860079763),350,MTS_50030,MTS,50030,4th St & I Av,32.68186008,-117.09889078,50030.0,0,,2.0,F-E/B,
POINT (-117.136918740036 32.762964730204),441,MTS_10900,MTS,10900,Adams Av & Arizona St,32.76296473,-117.13691874,10900.0,0,,1.0,N-W/B,
POINT (-117.144075110479 32.706216790159),"2,091",MTS_10123,MTS,10123,Imperial Av & 22nd St,32.70621679,-117.14407511,10123.0,0,,1.0,N-E/B,
POINT (-116.942795510493 32.55359530025),"3,834",MTS_60524,MTS,60524,Siempre Viva Rd & Otay Center Dr,32.5535953,-116.94279551,60524.0,0,,1.0,N-E/B,
POINT (-117.078553600135 32.70722410979),"2,118",MTS_11022,MTS,11022,Imperial Av & 54th St,32.70722411,-117.0785536,11022.0,0,,1.0,N-W/B,
POINT (-117.040314450266 32.62177189971),"1,329",MTS_30048,MTS,30048,E Naples St & Osage Av,32.6217719,-117.04031445,30048.0,0,,1.0,N-E/B,
POINT (-117.267715999667 33.094305999577),"5,191",NCTD_21632,NCTD,21632,El Camino Real & Arenal Rd,33.094306,-117.267716,21632.0,0,,,F-N/B,
POINT (-117.252354699661 32.782455959594),"2,869",MTS_12282,MTS,12282,Mission Bl & Santa Clara Pl,32.78245596,-117.2523547,12282.0,0,,1.0,N-N/B,
POINT (-117.379712999884 33.193669000422),"6,223",NCTD_octc,NCTD,octc,Oceanside Transit Center,33.193669,-117.379713,,1,,,,
POINT (-116.973936279573 32.865881619844),"4,350",MTS_40058,MTS,40058,Woodglen Vista Dr & Woodpark Dr,32.86588162,-116.97393628,40058.0,0,,1.0,N-E/B,
POINT (-117.032837779549 32.584025379884),"3,312",MTS_60501,MTS,60501,Palm Av & Dennery Rd (Kaiser),32.58402538,-117.03283778,60501.0,0,,1.0,F-W/B,
POINT (-117.253290000073 33.186502999628),"5,207",NCTD_21654,NCTD,21654,Melrose Dr & Las Palmas Dr,33.186503,-117.25329,21654.0,0,,,F-N/B,
POINT (-117.021164769643 32.789990450001),"2,438",MTS_40142,MTS,40142,Lake Murray Bl & El Paso St,32.78999045,-117.02116477,40142.0,0,,1.0,F-N/B,
POINT (-117.215847439818 32.752436249879),"2,755",MTS_10043,MTS,10043,Midway Dr & Kemper St,32.75243625,-117.21584744,10043.0,0,,1.0,N-S/B,
POINT (-117.105560000267 33.111445999697),"5,474",NCTD_22151,NCTD,22151,9th Av & Windsor Pl,33.111446,-117.10556,22151.0,0,,,N-E/B,9thwiE
POINT (-117.318128999763 33.219718000285),"5,865",NCTD_24279,NCTD,24279,Via Rancho Rd & Rancho Del Oro,33.219718,-117.318129,24279.0,0,,,F-E/B,echsE
POINT (-117.144211500235 32.711649600405),"2,647",MTS_11264,MTS,11264,Market St & 22nd St,32.7116496,-117.1442115,11264.0,0,,1.0,F-W/B,
POINT (-117.201817000062 33.131498999899),"5,585",NCTD_22528,NCTD,22528,San Marcos Bl & Discovery St,33.131499,-117.201817,22528.0,0,,,F-W/B,
POINT (-117.223404619823 32.804964529683),"1,723",MTS_10390,MTS,10390,Garnet Av & Soledad Mountain Rd,32.80496453,-117.22340462,10390.0,0,,1.0,M-Street-E/B,
POINT (-117.073392999887 33.105229000329),"5,263",NCTD_21758,NCTD,21758,Escondido Bl & Felicita Av,33.105229,-117.073393,21758.0,0,,,F-N/B,escfel
POINT (-117.08518585974 32.69800489024),"1,575",MTS_11749,MTS,11749,Euclid Av & La Paz Dr,32.69800489,-117.08518586,11749.0,0,,1.0,F-S/B,
POINT (-117.081729499797 32.640702949977),"1,621",MTS_30081,MTS,30081,F St & Garrett Av,32.64070295,-117.0817295,30081.0,0,,1.0,F-E/B,
POINT (-117.121270020115 32.813747710026),"3,696",MTS_12114,MTS,12114,Ruffin Rd & Calle Fortunada,32.81374771,-117.12127002,12114.0,0,,1.0,F-S/B,
POINT (-117.261649000458 33.054701999705),"5,091",NCTD_21402,NCTD,21402,El Camino Real & 317,33.054702,-117.261649,21402.0,0,,,F-N/B,
POINT (-117.283916999874 33.140095999905),"5,627",NCTD_22629,NCTD,22629,College Bl & Salk Av,33.140096,-117.283917,22629.0,0,,,N-W/B,
POINT (-117.263045000008 32.953909999879),"5,197",NCTD_21639,NCTD,21639,Camino Del Mar & 9th St,32.95391,-117.263045,21639.0,0,,,F-N/B,
POINT (-117.229688310483 32.731177179714),"3,498",MTS_11559,MTS,11559,Plum St & Lowell St,32.73117718,-117.22968831,11559.0,0,,2.0,N-S/B,
POINT (-117.163775070171 32.728448050404),163,MTS_12756,MTS,12756,1st Av & Ivy St,32.72844805,-117.16377507,12756.0,0,,1.0,F-N/B,
POINT (-117.129783719588 32.80941615015),"3,693",MTS_60750,MTS,60750,Ruffin Rd & Aero Dr,32.80941615,-117.12978372,60750.0,0,,2.0,F-S/B,stone
POINT (-117.164079669781 32.741198909885),176,MTS_12017,MTS,12017,1st Av & Walnut Av,32.74119891,-117.16407967,12017.0,0,,1.0,F-S/B,
POINT (-117.17723346964 32.772296449836),"2,472",MTS_12707,MTS,12707,Linda Vista Rd & Alcala Knolls Dr,32.77229645,-117.17723347,12707.0,0,,1.0,F-N/B,
POINT (-117.27409399963 33.036343999576),"5,737",NCTD_22843,NCTD,22843,Santa Fe Dr & Bonita Dr,33.036344,-117.274094,22843.0,0,,,F-W/B,
POINT (-117.35100300021 33.16072800024),"5,989",NCTD_24953,NCTD,24953,Carlsbad Village Station,33.160728,-117.351003,24953.0,0,cvsta,,M-TC-Bus,cvsta
POINT (-117.233695829636 32.767414930028),"2,171",MTS_11896,MTS,11896,Ingraham St & Dana Landing Rd,32.76741493,-117.23369583,11896.0,0,,1.0,F-S/B,
POINT (-117.089852000453 33.119201000136),"6,146",NCTD_92053,NCTD,92053,Escondido Transit Center Stall 13,33.119201,-117.089852,92053.0,0,esctc,,M-TC-Bus,esctc
POINT (-117.390526000395 33.208473000431),"5,390",NCTD_21986,NCTD,21986,Santa Fe Av & Del Mar Gate,33.208473,-117.390526,21986.0,0,,,N-N/B,
POINT (-117.058192780286 32.745467079784),"1,159",MTS_10685,MTS,10685,College Av & Streamview Dr,32.74546708,-117.05819278,10685.0,0,,1.0,F-S/B,
POINT (-117.174792970159 32.733513909674),"2,738",MTS_75079,MTS,75079,Middletown Station,32.73351391,-117.17479297,75079.0,0,midS,0.0,,midS
POINT (-117.048805830449 32.640623930241),"1,401",MTS_30189,MTS,30189,East H St & Hidden Vista Dr,32.64062393,-117.04880583,30189.0,0,,1.0,N-W/B,ehhidd
POINT (-117.074378109946 32.708123369926),"2,145",MTS_13308,MTS,13308,Imperial Av & Valencia Pkwy,32.70812337,-117.07437811,13308.0,0,,2.0,M-Street-E/B,
POINT (-117.108388340085 32.787806839605),"3,607",MTS_10588,MTS,10588,Rancho Mission Rd & Friars Rd,32.78780684,-117.10838834,10588.0,0,,1.0,M-Street-S/B,
POINT (-116.976403000464 33.228055000413),"4,501",NCTD_20140,NCTD,20140,Valley Center Rd & N Lake Wohlford Rd,33.228055,-116.976403,20140.0,0,,,N-E/B,
POINT (-117.153584999649 33.134771000009),"6,090",NCTD_27012,NCTD,27012,Cal State San Marcos Station,33.134771,-117.153585,27012.0,0,,,,SPRCSU
POINT (-117.164069150326 32.739558120258),174,MTS_12013,MTS,12013,1st Av & Thorn St,32.73955812,-117.16406915,12013.0,0,,1.0,F-S/B,
POINT (-117.23352159015 32.768125440229),"2,188",MTS_12650,MTS,12650,Ingraham St & Perez Cove Wy,32.76812544,-117.23352159,12650.0,0,,1.0,F-N/B,
POINT (-117.319361000032 33.230402999842),"5,650",NCTD_22668,NCTD,22668,Mission Av & Peyri Dr,33.230403,-117.319361,22668.0,0,,,F-W/B,
POINT (-117.078084000338 33.132720999924),"4,820",NCTD_20760,NCTD,20760,Mission Av & Fig St,33.132721,-117.078084,20760.0,0,,,F-W/B,msnfiW
POINT (-117.118929200447 32.749707479953),"4,130",MTS_60664,MTS,60664,University Av & Swift Av,32.74970748,-117.1189292,60664.0,0,,1.0,F-E/B,
POINT (-117.205654200118 32.831038319607),"1,058",MTS_12674,MTS,12674,Clairemont Dr & Lakehurst Av,32.83103832,-117.2056542,12674.0,0,,1.0,F-E/B,
POINT (-117.012156790492 32.618412020447),"1,364",MTS_39037,MTS,39037,E Palomar St & Santa Olivia Rd,32.61841202,-117.01215679,39037.0,0,,1.0,F-W/B,
POINT (-117.028169879955 32.699328859886),"2,708",MTS_12241,MTS,12241,Meadowbrook Dr & Brookmeadow Pl,32.69932886,-117.02816988,12241.0,0,,1.0,M-Street-S/B,
POINT (-116.987789900451 32.632769930186),"2,402",MTS_30657,MTS,30657,La Media Rd & E Palomar St,32.63276993,-116.9877899,30657.0,0,,1.0,F-N/B,epalam
POINT (-117.205415000492 33.163823999824),"5,290",NCTD_21816,NCTD,21816,S Santa Fe Av & 2511,33.163824,-117.205415,21816.0,0,,,M-Street-S/B,
POINT (-117.227869999862 33.190930000207),"5,372",NCTD_21959,NCTD,21959,S Santa Fe Av & Monte Vista Dr (1070),33.19093,-117.22787,21959.0,0,,,F-W/B,ssfmv
POINT (-117.09707669997 32.584029039731),"3,335",MTS_60185,MTS,60185,Palm Av & Thermal Av,32.58402904,-117.0970767,60185.0,0,,1.0,F-W/B,
POINT (-117.371734000364 33.186416000409),"4,925",NCTD_21008,NCTD,21008,Coast Hwy & West St,33.186416,-117.371734,21008.0,0,,,F-S/B,
POINT (-117.116703510306 32.704969230033),"2,105",MTS_10950,MTS,10950,Imperial Av & 36th St,32.70496923,-117.11670351,10950.0,0,,1.0,N-W/B,
POINT (-116.927989809972 32.774090540368),"2,296",MTS_40679,MTS,40679,Jamacha Rd & Rancho Winchester Ln,32.77409054,-116.92798981,40679.0,0,,2.0,F-S/B,
POINT (-117.059630839615 32.648897690235),"3,495",MTS_30303,MTS,30303,Plaza Bonita Rd & Bonita Rd,32.64889769,-117.05963084,30303.0,0,,2.0,M-Street-S/B,
POINT (-117.036745999674 33.222112000036),"4,829",NCTD_20785,NCTD,20785,Valley Center Rd & Lilac Rd,33.222112,-117.036746,20785.0,0,,,F-S/B,
POINT (-117.224919000088 33.217253000188),"5,844",NCTD_24188,NCTD,24188,Foothill Dr & E Vista Way,33.217253,-117.224919,24188.0,0,,,F-E/B,
POINT (-117.264349000283 32.957425999788),"5,088",NCTD_21396,NCTD,21396,Camino Del Mar & 13th St,32.957426,-117.264349,21396.0,0,,,N-N/B,cdm13N
POINT (-117.224656000137 33.15513799973),"5,839",NCTD_24165,NCTD,24165,Sycamore Av & Grand Av,33.155138,-117.224656,24165.0,0,,,F-W/B,
POINT (-117.030893930086 32.781903699954),"2,434",MTS_99122,MTS,99122,Lake Murray Bl & Baltimore Dr (Vons),32.7819037,-117.03089393,99122.0,0,,1.0,M-Street-S/B,
POINT (-117.271691999571 32.991360000445),"4,990",NCTD_21144,NCTD,21144,Hwy 101 & Plaza St,32.99136,-117.271692,21144.0,0,,,F-S/B,101loS
POINT (-117.196820820068 32.801567949679),"1,057",MTS_12693,MTS,12693,Clairemont Dr & Knapp St,32.80156795,-117.19682082,12693.0,0,,1.0,F-N/B,
POINT (-117.118521299729 32.576678629663),"2,158",MTS_60134,MTS,60134,Imperial Beach Bl & Connecticut St,32.57667863,-117.1185213,60134.0,0,,1.0,N-W/B,
POINT (-117.080457689843 33.016999680102),"3,602",MTS_99433,MTS,99433,Rancho Bernardo Transit Station,33.01699968,-117.08045769,99433.0,0,,1.0,M-TC-Bus,ranbrt
POINT (-117.066246000481 33.149456000052),"4,823",NCTD_20771,NCTD,20771,El Norte Pkwy & Rimrock Dr,33.149456,-117.066246,20771.0,0,,,F-W/B,
POINT (-117.040565880434 32.768729070386),"1,468",MTS_10303,MTS,10303,El Cajon Bl & 73rd St,32.76872907,-117.04056588,10303.0,0,,1.0,N-E/B,elc73
POINT (-117.113450380136 32.675528120216),422,MTS_70055,MTS,70055,8th Street Transit Center,32.67552812,-117.11345038,70055.0,0,8thtro,0.0,,8thtro
POINT (-117.054233000213 33.15095199964),"5,982",NCTD_24941,NCTD,24941,El Norte Pkwy & Lincoln Av,33.150952,-117.054233,24941.0,0,,,N-W/B,
POINT (-116.962177949687 32.784410909837),"2,579",MTS_99138,MTS,99138,Magnolia Av & Renette Av,32.78441091,-116.96217795,99138.0,0,,1.0,F-N/B,
POINT (-117.238715000267 33.221428999871),"5,371",NCTD_21958,NCTD,21958,Bobier Dr & Heidi Cir,33.221429,-117.238715,21958.0,0,,,M-Street-W/B,
POINT (-116.961848920138 32.787581799807),"4,238",MTS_40189,MTS,40189,Washington Av & Magnolia Av,32.7875818,-116.96184892,40189.0,0,,1.0,F-E/B,
POINT (-116.975738959849 32.79264331961),"1,526",MTS_92210,MTS,92210,El Cajon Transit Center,32.79264332,-116.97573896,92210.0,0,ecajtc,1.0,M-TC-Bus,ecajtc
POINT (-117.030959980243 32.703488919893),"2,709",MTS_11801,MTS,11801,Meadowbrook Dr & Gribble St,32.70348892,-117.03095998,11801.0,0,,0.0,N-S/B,
POINT (-117.213684950357 32.868365519961),"4,149",MTS_95033,MTS,95033,UTC Transit Center,32.86836552,-117.21368495,95033.0,0,utc,1.0,M-TC-Bus,utc
POINT (-116.992151479562 32.838885149838),"2,881",MTS_40173,MTS,40173,Mission Gorge Rd & 9416 (Lowes),32.83888515,-116.99215148,40173.0,0,,1.0,M-Street-W/B,
POINT (-117.073976249764 32.712083890383),"3,589",MTS_11765,MTS,11765,Pyramid St & Kenwood St,32.71208389,-117.07397625,11765.0,0,,0.0,N-S/B,
POINT (-116.74453925038 33.066227369811),"2,038",MTS_98036,MTS,98036,Hwy 78 & Opposite Golden Eagle Farm,33.06622737,-116.74453925,98036.0,0,,2.0,M-Street-E/B,
POINT (-117.035967480187 32.963967040219),"2,743",MTS_40702,MTS,40702,Midland Rd & Janette Ln,32.96396704,-117.03596748,40702.0,0,,1.0,N-N/B,
POINT (-117.17903224969 32.877760169582),"2,838",MTS_11214,MTS,11214,Miramar Rd & Miramar Pl,32.87776017,-117.17903225,11214.0,0,,1.0,F-W/B,
POINT (-117.105658820166 32.755036129936),"1,497",MTS_13528,MTS,13528,El Cajon Bl & Marlborough Av,32.75503613,-117.10565882,13528.0,0,,1.0,F-E/B,
POINT (-117.173225170436 32.725095949996),"2,981",MTS_12395,MTS,12395,N Harbor Dr & Hawthorn St,32.72509595,-117.17322517,12395.0,0,,2.0,N-N/B,harhaw
POINT (-117.112160649491 32.916880579623),"2,794",MTS_13293,MTS,13293,Mira Mesa Bl & Scripps Ranch Bl,32.91688058,-117.11216065,13293.0,0,,0.0,F-W/B,
POINT (-117.269349999824 33.132230999849),"5,364",NCTD_21947,NCTD,21947,El Camino Real & Campus Point,33.132231,-117.26935,21947.0,0,,,N-S/B,ecpal9
POINT (-117.095703980035 32.658626959986),"1,234",MTS_50118,MTS,50118,D Av & 29th St,32.65862696,-117.09570398,50118.0,0,,2.0,F-S/B,
POINT (-117.277118839672 32.828774250347),"2,355",MTS_11824,MTS,11824,La Jolla Bl & Gravilla St,32.82877425,-117.27711884,11824.0,0,,1.0,F-S/B,
POINT (-117.049768030316 32.554703100303),"3,754",MTS_60572,MTS,60572,San Ysidro Bl & Smythe Av,32.5547031,-117.04976803,60572.0,0,,1.0,F-W/B,
POINT (-117.097036999931 33.126625999631),"5,515",NCTD_22384,NCTD,22384,Mission Av & Rock Springs Rd,33.126626,-117.097037,22384.0,0,,,F-E/B,
POINT (-117.229294930324 32.740255950093),"4,180",MTS_10027,MTS,10027,Voltaire St & Poinsettia Dr,32.74025595,-117.22929493,10027.0,0,,1.0,N-E/B,volpoi
POINT (-116.396721160142 33.256580719781),"3,346",MTS_98052,MTS,98052,Palm Canyon Rd & Opp Palm Canyon Springs Resort,33.25658072,-116.39672116,98052.0,0,,2.0,M-Street-W/B,
POINT (-117.109989459591 32.91112109998),"3,806",MTS_13286,MTS,13286,Scripps Ranch Bl & Scripps Lake Dr,32.9111211,-117.10998946,13286.0,0,,1.0,F-S/B,
POINT (-117.262511999629 33.06708300007),"5,561",NCTD_22488,NCTD,22488,El Camino Real & Leucadia Bl,33.067083,-117.262512,22488.0,0,,,F-S/B,ecrleS
POINT (-117.077339000382 33.125124000332),"5,334",NCTD_21895,NCTD,21895,Valley Pkwy & Ivy St,33.125124,-117.077339,21895.0,0,,,F-W/B,
POINT (-117.219131000506 33.149362999979),"5,243",NCTD_21705,NCTD,21705,La Mirada Dr & Ash St,33.149363,-117.219131,21705.0,0,,,F-W/B,
POINT (-117.253626350312 32.857502750311),"2,373",MTS_11518,MTS,11518,La Jolla Shores Dr & Calle Frescota,32.85750275,-117.25362635,11518.0,0,,0.0,N-S/B,
POINT (-117.252085230519 32.865725140379),"2,387",MTS_12284,MTS,12284,La Jolla Shores Dr & Scripps Institute,32.86572514,-117.25208523,12284.0,0,,1.0,M-Street-N/B,
POINT (-117.197980950217 32.747602739684),"3,282",MTS_12691,MTS,12691,Pacific Hwy & Enterprise St,32.74760274,-117.19798095,12691.0,0,,1.0,F-N/B,
POINT (-116.935842030272 32.810689780408),208,MTS_40667,MTS,40667,2nd St & Persimmon Av,32.81068978,-116.93584203,40667.0,0,,1.0,F-S/B,
POINT (-117.303943999997 33.069046),"4,967",NCTD_21098,NCTD,21098,Hwy 101 & Phoebe St,33.069046,-117.303944,21098.0,0,,,F-S/B,
POINT (-117.158410000014 32.770237900425),"1,925",MTS_75049,MTS,75049,Hazard Center Station,32.7702379,-117.15841,75049.0,0,hazS,0.0,,hazS
POINT (-117.294961000181 33.248970999976),"4,976",NCTD_21120,NCTD,21120,College Blvd & Adams St,33.248971,-117.294961,21120.0,0,,,F-S/B,
POINT (-117.182935789905 32.821064490142),"1,768",MTS_11968,MTS,11968,Genesee Av & Mt Etna Dr,32.82106449,-117.18293579,11968.0,0,,1.0,F-S/B,
POINT (-117.141017380233 32.927301670115),"4,385",MTS_60684,MTS,60684,Zapata Av & Kelowna Rd,32.92730167,-117.14101738,60684.0,0,,1.0,N-E/B,
POINT (-117.195316999553 32.904031000125),"6,214",NCTD_99455,NCTD,99455,Pacific Center Bl & Pacific Heights Bl,32.904031,-117.195317,99455.0,0,,,N-E/B,
POINT (-117.054780550492 32.700895110096),"4,371",MTS_99107,MTS,99107,Woodman St & Skyline Dr,32.70089511,-117.05478055,99107.0,0,,0.0,F-S/B,woosky
POINT (-117.11100699968 33.097098000048),"5,249",NCTD_21723,NCTD,21723,Valley Pkwy & Citracado Pkwy,33.097098,-117.111007,21723.0,0,,,F-E/B,
POINT (-117.239429999853 32.894482000229),"6,115",NCTD_89012,NCTD,89012,John Jay Hopkins Dr & General Atomics Ct,32.894482,-117.23943,89012.0,0,,,F-N/B,jongen
POINT (-117.029898800092 32.695241940391),"3,374",MTS_60721,MTS,60721,Paradise Valley Rd & Deep Dell Rd,32.69524194,-117.0298988,60721.0,0,,1.0,F-W/B,deepar
POINT (-117.24084283994 32.799501890179),"2,174",MTS_11881,MTS,11881,Ingraham St & Garnet Av,32.79950189,-117.24084284,11881.0,0,,1.0,F-S/B,inggar
POINT (-117.037514670166 33.018748079889),"1,535",MTS_40362,MTS,40362,Espola Rd & Cloudcroft Dr,33.01874808,-117.03751467,40362.0,0,,1.0,F-W/B,
POINT (-117.312598999916 33.301721999637),"5,073",NCTD_21365,NCTD,21365,Vandegrift Bl & Mcx Rd,33.301722,-117.312599,21365.0,0,,,F-N/B,van13N
POINT (-117.080581599773 32.714065220449),"3,687",MTS_11019,MTS,11019,Roswell St & Hilltop Dr,32.71406522,-117.0805816,11019.0,0,,2.0,N-W/B,
POINT (-117.170935000029 32.90670799992),"6,212",NCTD_99382,NCTD,99382,Camino Santa Fe & Mira Mesa Bl,32.906708,-117.170935,99382.0,0,,,N-N/B,
POINT (-117.089765000088 33.119353000125),"6,147",NCTD_92054,NCTD,92054,Escondido Transit Center Stall 14,33.119353,-117.089765,92054.0,0,esctc,,M-Street-W/B,esctc
POINT (-117.11112399986 33.097472999716),"5,455",NCTD_22098,NCTD,22098,Valley Pkwy & Citracado Pkwy,33.097473,-117.111124,22098.0,0,,,M-Special_Loc,
